latitude,longitude,cluster,booking_type,ds,price_min,price_max
22.2705825,70.7385948,0,1,2024-05-21 10:02:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:03:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:03:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-21 10:12:00,-inf,2000033304.0
22.2712901307705,70.7387693871603,0,1,2024-05-21 10:14:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:17:00,-inf,2000033304.0
22.2712901307705,70.7387693871603,0,1,2024-05-21 10:17:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:18:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:18:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:19:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:19:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:20:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:20:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:23:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:23:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:24:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:24:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:25:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 10:26:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 10:27:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 10:28:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 10:39:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 10:51:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 11:26:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 11:34:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 11:36:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 11:40:00,-inf,2000033304.0
22.2705825,70.7385948,0,2,2024-05-21 11:42:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 11:43:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 11:50:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 12:00:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 12:00:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 12:06:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 12:06:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-21 12:10:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 12:14:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-21 12:17:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-21 12:17:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-21 12:24:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-21 12:24:00,-inf,2000033304.0
22.2705825,70.7385948,0,1,2024-05-21 12:25:00,-inf,2000033304.0
22.26999,70.739413,0,1,2024-05-21 12:26:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,2,2024-05-21 12:46:00,-inf,2000033304.0
22.26999,70.739413,0,1,2024-05-22 03:51:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 03:52:00,-inf,2000033304.0
22.248856,70.75441909999999,0,1,2024-05-22 03:54:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-22 04:00:00,-inf,2000033304.0
22.3038949,70.8022268,0,1,2024-05-22 04:00:00,-inf,2000033304.0
22.2705784,70.73857989999999,0,1,2024-05-22 04:05:00,-inf,2000033304.0
22.3038945,70.80215989999999,0,1,2024-05-22 04:05:00,-inf,2000033304.0
